"dec1","dec2","dec3","dec4","dec5","dec6","dec7","dec8","dec9","episodes","censored","model","C","M","a","active","uniform","fam_context","cell_elapsed_secs","sweep","active_prob","active_policy","choice_k_label"
1114,2314,3665,5153,6941,8518,11015,13994,18211,25244,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1187,2497,3763,5514,7422,9375,11359,13347,15334,17269,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1036,2501,4041,5700,7364,9245,11082,13277,15593,17577,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1056,2379,3883,5562,7324,9233,11288,13527,15842,17030,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1006,2176,3379,4967,6855,8768,11177,13364,15116,16550,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1118,2249,3574,5218,6680,8514,11227,13954,18280,22554,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1063,2153,3618,4918,6375,8527,10797,13490,15559,17888,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1006,2141,3692,5397,6942,8929,10867,13618,17621,29642,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1064,2487,3990,5331,6815,8323,10064,12124,13860,15192,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
989,2236,3714,5099,6637,8552,10393,12372,14142,15722,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1112,2565,4039,5804,7821,9847,11801,13972,15723,17047,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1187,2425,3694,5329,6922,8805,10951,13241,15171,17657,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1136,2371,3901,5490,7240,9000,10725,12690,14817,17254,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1027,2287,3515,5045,6450,8167,10961,13849,17580,20091,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1189,2524,3799,5168,7220,9581,12029,14483,18737,25520,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1066,2351,3907,5559,7440,9358,11677,15014,18429,20736,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1354,2444,3798,5308,7402,9438,11647,14452,16836,18822,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1015,2104,3559,4981,6737,8642,10837,12903,14972,16909,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1056,2379,3739,5278,6975,8652,10408,12454,14479,15950,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1043,2272,3623,4894,6316,7987,10029,12032,14068,17399,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1040,2278,3671,5265,7036,8707,11088,13002,14870,16302,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1058,2098,3491,5147,7006,9047,11621,14373,17690,21618,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1040,2132,3681,5365,6964,8934,11958,14182,16726,20047,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1049,2035,3318,4807,6343,8690,11014,14036,18564,21056,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1203,2422,4012,5872,7865,9982,12447,15516,18069,19676,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1135,2583,4233,5619,7357,9324,11655,13970,16022,18066,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1165,2484,4167,5850,7852,10267,12994,15573,17950,20461,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1158,2568,4059,5708,7732,9691,12002,13819,16215,18276,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1291,2732,4277,5826,7646,9773,11981,14159,16738,19010,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1181,2425,3684,5052,6529,8476,10902,12787,14732,16366,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1069,2223,3444,5077,6646,8273,10457,12599,14869,16433,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
998,2251,3855,5395,7271,9162,11107,14102,17602,19555,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
916,2128,3175,4566,6476,8394,10552,13149,16785,18585,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1120,2219,3711,5079,6657,8331,10071,12253,14869,18016,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1099,2238,3543,5035,6558,8482,10307,12448,14531,15791,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1131,2489,3708,5175,6710,8572,10930,13092,15938,18573,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
927,2073,3656,5137,6680,8503,10638,12761,14711,19918,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1205,2542,4174,5814,7791,9883,11914,14404,17794,22557,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1047,2368,3769,5080,6445,8209,9793,11573,13157,14883,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1060,2405,3884,5400,7120,9243,11535,13878,16230,19133,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1192,2510,4108,5781,7362,9206,11295,13277,15132,16599,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1183,2618,4087,5751,7674,9508,11427,14462,18312,31071,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1184,2400,3662,5272,6764,8426,10071,11987,15201,17899,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1334,2690,4135,5660,7738,9645,11778,14311,16367,18378,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1248,2531,3803,5316,7118,9031,11327,13917,15677,17408,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1168,2506,4048,5416,7238,9092,11404,14262,17282,19203,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1068,2202,3611,5034,6765,8623,10574,12735,14607,16356,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1024,2265,3493,4925,6529,8036,9902,11579,13711,15516,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1239,2398,3722,5338,6974,8864,10868,13188,15377,17724,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1016,2247,3507,5064,6870,8582,10494,12824,16453,19560,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1334,2511,3940,5525,7332,9495,11482,13516,15454,20133,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1084,2149,3485,5103,7147,9252,11582,13179,15087,16718,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1315,2587,4211,5689,7681,9547,11813,15091,18534,25994,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1144,2374,3791,5068,6542,8288,10850,13242,16037,18044,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1046,2401,3859,5267,6970,8699,10660,12787,15304,17210,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1123,2016,3416,5117,6701,8981,11536,13690,15914,18197,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1138,2454,4015,6033,8278,10074,12310,15114,20259,29154,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1155,2396,3982,5705,7580,9817,12402,15057,17664,19078,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1047,2341,3961,5313,6941,8737,10655,12567,14921,18158,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1140,2485,3652,5108,7045,8799,10940,14099,17832,30209,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1062,2367,3796,5597,7011,8896,10829,13284,15121,16954,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1143,2239,3596,4979,6957,8602,10607,13993,17860,19727,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1319,2437,3601,5025,6802,8930,10804,13201,16531,23146,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1061,2268,3591,5116,7000,8891,11251,13598,16087,18917,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1054,2159,3540,5352,7279,9543,12470,15023,18054,22603,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1070,2354,3701,5030,6739,8822,10882,13116,16140,20969,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1326,2520,4052,5712,7440,9418,11503,13893,16659,20505,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1217,2588,4099,5795,7638,9578,11969,14989,18407,29944,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1142,2257,3597,4860,6578,8442,9813,12067,14232,17076,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1191,2405,3977,5270,6822,8562,10567,12510,14270,15934,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1099,2442,3854,5574,7261,9366,12088,14715,18431,29900,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1258,2571,3884,5268,6866,8826,11290,13805,15594,17105,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1267,2814,4251,5870,7738,9929,12328,14353,16475,18257,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1100,2218,3369,4938,6544,8505,10677,13004,15112,17027,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
964,2048,3330,4816,6378,8324,10695,13757,16361,17802,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1094,2337,3422,4615,6314,8152,9573,11363,13272,14914,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1006,2070,3330,4946,6531,8309,10013,11603,13674,15872,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1181,2409,3918,5411,7152,9086,11563,14131,18269,23442,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1242,2547,3880,5355,7168,8980,11234,13494,16114,22945,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1230,2621,4020,5653,7085,9131,11784,14475,18075,26349,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1016,2123,3403,4928,6735,8579,10714,13191,15940,20101,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1126,2611,3892,5498,7227,9013,10715,12636,14464,15809,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",61.8375251293182,"active_prob",0.1,"unknown","Inf"
1001,2091,3307,4705,6020,7183,8499,9861,11067,11930,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1028,2462,3779,5093,6407,7743,8988,10270,11310,12255,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1241,2362,3633,4900,6304,7992,9794,11933,14998,16006,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1156,2249,3604,5125,6731,8399,10376,12196,13834,14776,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1134,2273,3594,4881,6618,8791,10871,12786,14007,15033,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1402,2572,3855,5469,7255,8909,10456,11749,12918,13946,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1022,2317,3397,4802,6521,8323,10306,12007,13829,16320,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1158,2310,3734,5305,6941,8902,10505,12194,13711,14326,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1053,2307,3564,4995,6508,8302,9857,11337,12632,13346,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
992,2087,3248,4529,6083,7636,9291,11271,13176,16336,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1116,2270,3508,4880,6333,8466,10272,12632,15388,18153,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1185,2556,3891,5492,6974,8492,10129,12255,15606,23408,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1143,2298,3644,5020,6439,8040,10595,12735,16325,24218,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1036,2203,3455,4830,6372,7959,9977,12120,15528,18326,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1071,2134,3454,4807,6089,7212,8707,9799,10867,11704,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1142,2633,3985,5573,7235,9052,11197,12836,14066,14766,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1133,2436,3830,5603,7318,9418,11279,14312,16904,18790,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1002,2225,3538,4620,5833,7317,9529,10880,12377,13302,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1177,2566,3871,5270,6808,8816,10593,12382,14735,15555,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1068,2011,3254,4634,6048,7858,9150,10711,12423,13628,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1116,2093,3364,4660,6199,7662,9175,10071,11125,11832,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1226,2480,3696,4949,6094,7382,8464,9402,10434,11409,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1085,2295,3492,4907,6321,7677,9431,11014,12313,13795,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1072,2443,3641,4979,6524,7791,9405,10684,11581,12294,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1100,2392,3813,5578,7059,8713,10802,12719,14701,16383,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1199,2535,3664,4986,6398,7886,9599,11553,14079,16386,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1206,2501,3612,4901,6266,7566,9033,10495,11598,12402,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1183,2498,3718,5375,6819,8400,10328,12302,14022,15015,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1116,2033,3602,5191,6760,8519,9983,11732,13501,15117,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1175,2363,3519,4860,6492,8021,9522,11100,12156,12846,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1229,2323,3515,4836,6255,8007,9719,11588,14358,17871,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1151,2402,3648,4884,5986,7300,8351,9378,10334,10935,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1048,2150,3214,4913,6652,8362,10046,11607,13446,15752,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
919,1910,3001,4325,5597,7125,8701,10084,11111,12105,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
921,2083,3254,4662,5972,7220,8694,9888,11024,11568,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1065,2277,3378,4727,6155,7990,9435,10712,11633,12781,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1036,2275,3441,4669,6235,7435,8783,10114,11631,12989,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1173,2329,3547,4887,6294,7909,9612,10749,12210,14009,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1243,2528,4012,5555,7164,8614,10374,12919,16537,19101,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1238,2401,3468,4696,5940,7379,9155,10656,12501,13448,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
979,2228,3625,5086,6753,8377,10090,11367,12564,13188,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
1141,2241,3632,4866,6344,7688,9067,10285,11726,13067,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
929,2028,3368,4801,6356,7995,9580,10918,12103,13823,0,"guesstest",10,1000,1,"Passive","Zipfian","Random",60.9849548339844,"active_prob",0.25,"unknown","Inf"
